date,region,ev_sales,charging_stations,ev_subsidy_inr,avg_range_km,Registered_Ev_count,Fuel_price_INR,Region_population,Region_Ev_buyers
2021-05,East,2385,261,52286,356,4822,83,5561657,2244
2021-06,East,2392,267,53284,371,4804,93,4377804,1671
2019-03,South,1167,117,45048,333,3560,112,1278869,1728
2018-10,South,1053,89,43993,312,2024,100,5927080,671
2025-12,North,4839,331,60289,389,9406,101,2401845,3326
2022-04,North,2670,209,48313,337,7911,101,916442,3084
2025-11,East,5072,535,63661,391,9948,94,4671646,2287
2025-04,North,4485,312,58741,385,13154,91,3542040,6203
2021-08,East,2508,272,54105,367,7655,112,5040018,2691
2018-05,North,730,59,39777,290,1898,108,3121696,761
2018-05,East,752,78,46964,319,1459,100,1034775,556
2021-04,North,2136,167,49180,326,4386,99,4829243,1595
2018-09,West,1074,122,46342,345,2016,101,5126734,553
2018-06,South,762,76,40752,316,1666,113,4186745,560
2018-01,North,507,44,39249,295,925,92,1123061,546
2021-06,West,2529,319,56280,382,7482,84,3372830,1846
2024-11,South,4357,383,59598,385,8605,105,949728,3142
2021-04,North,2206,162,47719,322,4354,101,4831692,1587
2023-03,South,3401,298,58816,356,6496,110,2880042,3292
2022-01,North,2487,192,52231,347,5156,114,5611917,1677
2024-07,West,4275,543,66216,408,8729,86,5686882,1849
2025-08,East,4871,511,64407,405,9802,99,2857046,2321
2019-06,South,1288,124,45705,320,2687,110,1035808,573
2023-07,South,3588,318,57662,362,10474,112,4921763,2287
2023-07,South,3503,325,56886,357,10474,111,4927207,2308
2018-05,South,705,72,42119,297,2114,104,5743162,751
2022-11,East,3209,349,58062,375,9715,110,2461571,3764
2019-04,South,1290,119,44234,330,2378,100,3287481,774
2018-06,East,903,94,44614,316,2573,89,5373223,1048
2023-02,North,3252,230,52579,343,6180,107,2618350,2512
2021-10,East,2650,280,52453,351,5108,88,3169277,1446
2020-07,North,1815,133,42259,320,5315,114,3090077,1728
2021-04,North,2251,160,45340,322,4403,104,4819949,1576
2020-03,West,1858,217,54454,350,5323,85,3090182,1302
2020-05,West,1919,239,55889,349,5622,102,4057594,2332
2025-09,West,5147,623,70043,420,14940,117,2645087,5889
2025-01,North,4342,303,61722,375,12497,98,1712135,4400
2019-10,North,1390,107,41684,300,3988,106,4702049,1255
2019-04,South,1318,121,46840,321,2272,97,3286981,895
2018-09,East,912,104,46880,326,2916,106,1528030,799
2023-10,South,3729,327,55567,375,10905,97,1199408,2907
2020-04,North,1694,128,46689,314,4945,107,4312747,1705
2023-10,West,3974,485,63419,384,11668,104,4519956,2708
2018-02,East,609,64,42368,328,2033,102,2704777,556
2019-03,East,1198,125,45468,345,3555,98,3701006,1600
2025-09,West,4969,622,69982,419,15049,113,2632632,5849
2020-05,North,1670,139,44259,307,4971,103,1990967,1800
2019-12,South,1535,142,45724,307,2973,95,2722021,1386
2019-07,South,1314,129,45986,310,2807,116,947914,1310
2023-03,East,3496,371,57382,384,10308,106,3645281,2443
2021-11,West,2697,340,57832,354,8387,111,4712839,3891
2018-01,West,676,65,46264,320,2036,91,1496588,760
2024-05,South,3947,359,59283,388,11799,92,3912980,4482
2025-07,East,4725,514,65630,413,9531,92,4220639,3535
2018-09,West,1126,120,48883,320,2133,103,5119184,556
2018-10,North,955,76,36968,293,2658,105,5699125,1088
2024-11,West,4528,563,66190,393,13449,117,5110394,4317
2020-07,East,1861,208,51549,333,3886,97,4960506,1273
2020-11,East,2201,238,48900,342,4221,86,5079410,1338
2025-05,East,4705,500,66146,417,14124,92,5085634,6814
2023-01,East,3333,359,60644,386,9906,108,5835952,4084
2023-02,North,3243,229,55740,357,6426,113,2634314,2429
2023-07,North,3387,241,52409,354,6765,117,4780862,2676
2025-04,East,4637,492,67709,405,9411,103,5981804,3619
2022-02,East,2815,305,54988,354,8339,85,3286573,2670
2025-03,West,4724,577,67205,421,9576,108,4051413,2406
2025-08,South,4645,416,64528,385,9489,96,5934600,2473
2023-04,North,3219,233,53988,358,6453,112,4621871,2046
2019-09,South,1517,130,43921,335,4181,100,4185248,1568
2023-05,West,3744,445,64787,382,10922,93,5364744,3209
2022-12,South,3099,295,54813,367,9350,90,4306497,2238
2023-07,South,3523,317,56082,365,10469,113,4949343,2391
2023-04,East,3475,381,61056,366,10382,93,5241331,3822
2020-08,East,1911,216,49726,358,5906,91,1264944,1166
2020-06,North,1734,140,42117,308,3502,86,5944979,725
2025-10,West,5152,623,70152,427,10115,107,1276515,4342
2024-10,South,4326,385,57869,371,8497,86,3954832,2961
2023-02,West,3583,434,61100,391,7108,96,2671800,3415
2024-07,North,4012,280,54964,380,11733,92,3196845,5546
2022-10,North,2993,214,48711,350,5965,111,3203511,1510
2024-10,West,4426,548,65265,391,13297,107,5804796,5018
2020-10,South,2002,189,47129,347,6032,102,3861401,1224
2024-01,West,3983,506,63223,392,8154,89,2359465,2988
2019-02,West,1214,142,52164,331,2632,89,3178061,1162
2022-07,West,3072,388,60418,382,9558,92,3004156,2303
2019-12,South,1558,141,46397,327,3151,90,2728528,1382
2022-12,South,3224,289,51228,353,9373,85,4306766,2258
2020-09,South,2023,183,48890,336,5862,110,2084988,1571
2024-04,East,4083,430,64328,403,8176,85,1030688,3239
2023-01,South,3172,292,56659,366,9636,113,2115103,2445
2019-07,North,1346,102,41391,294,2510,112,2299581,1101
2025-02,South,4369,390,61837,404,8865,108,4129812,3225
2024-05,North,3792,275,54455,366,11551,92,3962104,2362
2018-07,East,804,91,44589,332,1822,92,1206879,820
2021-05,North,2188,163,49526,333,4425,96,4563829,962
2020-08,North,1816,143,44886,324,3602,93,1367638,1204
2023-09,North,3568,253,53808,353,6892,107,3709494,2520
2019-06,East,1325,146,45245,319,2621,116,3884412,1279
2023-11,West,3962,485,60108,405,11779,103,1307002,5167
2023-09,North,3553,247,51993,344,7036,107,3707460,2513
2025-07,South,4632,409,60177,382,9319,103,4030481,2186
2018-07,West,915,101,46824,325,1717,105,4724375,752
2021-05,South,2267,219,51856,335,4475,92,931130,1232
2022-10,East,3280,347,58557,380,6328,89,3935454,2320
2024-07,East,4298,451,64737,405,12487,89,4087993,3271
2024-12,West,4569,559,67684,398,9249,101,1644837,2336
2025-10,North,4665,323,57808,367,9369,95,3811708,3081
2020-12,East,2156,240,49478,354,4244,95,2123050,2208
2019-08,West,1511,177,49759,341,4447,98,4876568,1156
2022-03,East,2906,309,57610,371,5758,108,3320826,2504
2024-04,South,3857,356,59173,376,7862,83,5786908,2811
2022-11,North,3093,222,48616,356,6123,101,5800804,2092
2024-07,West,4268,537,63836,408,8744,90,5684055,1920
2024-11,East,4344,467,61952,399,8804,111,5130802,2228
2021-09,West,2632,335,56711,383,7904,110,3433325,1666
2019-04,South,1214,115,46479,314,2449,100,3283816,767
2020-06,East,1961,203,49360,350,3785,105,5033956,1075
2023-10,South,3710,338,54956,375,10870,101,1219117,3025
2020-10,East,2023,234,49564,354,6106,97,2806077,1961
2023-04,North,3225,246,53478,368,6514,106,4619148,2139
2021-08,West,2661,333,54328,365,7970,94,2419019,2358
2022-09,South,3052,277,52993,369,6091,90,4616965,1855
2018-11,East,979,112,46825,330,3138,91,1962739,1464
2018-11,East,1085,113,42376,333,3228,86,1978287,1522
2023-10,North,3543,256,55186,354,7119,82,3414067,1909
2024-10,East,4453,471,63884,387,8585,91,1518732,3391
2025-12,South,4911,430,62795,391,9637,109,3616420,4876
2025-01,West,4576,569,68984,412,13909,92,3502724,4153
2024-09,East,4322,458,63450,384,12755,89,2126596,4980
2023-11,West,3865,495,60690,400,11672,103,1297839,5173
2023-03,West,3484,446,63586,383,10638,85,5537467,4395
2020-01,East,1689,175,48361,333,3344,99,5230095,1186
2021-04,North,2137,169,45422,347,4340,104,4820626,1545
2020-09,East,2142,215,52342,349,6025,87,2894826,2428
2019-07,South,1276,129,42030,307,2587,112,954886,1306
2019-01,East,1212,129,48285,328,2220,98,1939097,753
2022-04,South,2890,254,53763,365,8484,114,4439497,3780
2024-01,East,3986,416,63577,380,7739,107,4336874,2519
2025-04,South,4510,411,60895,403,8892,108,3958394,2518
2021-07,South,2471,217,52648,340,4887,92,2340459,2011
2022-08,West,3209,401,59966,384,9491,100,1411534,2521
2022-09,North,2912,219,51205,357,8795,92,1575431,1779
2025-01,East,4584,484,64178,398,13400,96,5158851,3174
2020-08,South,1945,185,45473,318,5613,88,4723685,2205
2024-01,North,3580,260,56575,369,7309,105,5201693,2600
2019-10,West,1590,188,51454,339,4776,91,2116234,2176
2025-06,West,4880,596,69822,418,14667,100,5779124,5169
2022-04,North,2666,202,49827,348,8133,100,904751,3049
2018-08,North,914,76,38379,311,2469,100,3488161,464
2022-04,West,2976,371,57808,381,5968,87,3104848,2369
2021-01,South,2069,205,51639,358,6378,96,1625145,2617
2019-01,South,998,104,42318,306,3306,101,4711492,938
2019-07,North,1231,111,41265,301,2578,111,2287258,1017
2024-01,South,3751,347,59079,370,11364,105,4168460,3300
2024-10,West,4456,557,65390,409,13279,103,5816661,4958
2025-05,West,4754,597,70589,413,14360,115,1622819,4075
2021-08,West,2675,328,54277,383,7900,95,2393908,2339
2020-02,West,1861,222,55615,366,5460,103,3453487,1135
2022-04,North,2774,205,52241,357,7990,100,908406,3021
2024-05,East,4092,445,63959,396,12198,95,4518550,2953
2024-10,South,4209,379,59206,394,8554,86,3961898,2934
2023-08,North,3452,246,55062,345,6895,88,1871287,2085
2021-10,North,2459,184,49416,341,7360,108,5992684,1931
2020-03,South,1610,160,46974,336,4888,101,5183665,2263
2025-05,North,4524,319,57881,387,13085,102,1018853,5844
2023-08,West,3844,474,62219,392,7447,95,4888755,3711
2023-11,East,3736,412,57608,373,7748,90,5549292,2687
2023-09,West,3790,474,63236,399,7764,95,2671737,2903
2025-07,North,4491,313,60852,370,13397,107,2230891,6177
2021-11,East,2732,290,53389,370,7979,89,2257405,3063
2025-08,South,4777,424,62166,406,9486,94,5925425,2590
2019-03,East,1206,138,45017,346,3537,92,3677624,1496
2022-10,East,3273,345,58176,380,6345,88,3941134,2359
2025-11,East,4986,533,65152,410,9959,97,4658415,2257
2023-12,South,3820,339,56731,354,7533,105,1933171,3016
2020-12,West,2201,274,54460,370,4558,87,3297129,2020
2023-08,South,3511,321,55615,366,7043,91,2148791,3452
2022-12,West,3418,423,58393,387,6812,100,5647073,2452
2025-05,East,4760,509,66204,405,13893,92,5090123,6751
2018-04,East,692,74,43211,316,1502,107,3466012,312
2018-05,East,776,85,45564,316,1536,105,1031852,519
2022-04,North,2666,203,51301,334,8056,101,902031,3022
2020-01,North,1486,123,43163,332,3015,98,1210317,1447
2024-02,East,3904,424,60220,390,11732,109,1984980,3155
2025-09,North,4704,319,61316,392,9301,90,2776042,2958
2020-02,South,1751,150,49544,327,4933,108,1630110,1378
2021-04,East,2271,253,54816,363,6861,100,2113815,2337
2018-01,West,651,72,49892,320,1867,93,1477815,820
2022-08,West,3125,404,57019,366,9522,96,1407800,2573
2018-10,East,1036,101,42165,319,1921,93,1149942,817
2020-08,South,1848,185,45899,318,5790,87,4734762,2232
2018-01,East,704,61,42482,313,1350,88,4809721,610
2025-03,West,4838,586,67212,409,9306,109,4073721,2388
2020-02,West,1892,213,55113,371,5231,102,3464325,1182
2020-12,West,2177,282,55979,365,4383,93,3317021,2127
2020-07,East,1870,216,49237,335,3909,94,4965797,1185
2021-06,West,2453,312,56088,383,7435,91,3387083,1788
2023-06,East,3522,392,57155,392,10712,90,1666617,3890
2024-02,North,3636,270,57018,354,7312,110,3859299,1513
2020-01,South,1700,153,49183,328,4617,98,4577833,1755
2022-08,West,3244,402,59935,394,9496,100,1405477,2532
2018-04,West,858,82,49151,344,2526,107,3283596,1093
2023-02,East,3330,374,57726,387,6622,95,4609461,2230
2024-07,East,4231,456,62445,390,12518,90,4088330,3318
2018-11,North,868,79,37909,308,2876,94,3393835,889
2025-04,West,4823,588,68720,415,14158,88,2850245,4372
2023-03,North,3228,234,55858,358,9435,102,1794897,4251
2025-08,East,4778,516,63608,408,9540,93,2869584,2222
2020-09,East,2018,217,51553,353,5997,90,2894378,2417
2021-10,North,2521,181,49370,321,7131,103,5982703,1948
2019-04,North,1251,88,40321,323,2219,92,5354368,890
2022-08,West,3270,401,58559,369,9694,99,1417779,2683
2024-06,South,3997,367,57163,372,7979,109,1383890,2308
2021-08,North,2438,182,48090,340,6882,109,5442740,1497
2018-07,East,832,86,44477,322,1837,98,1208891,762
2022-11,East,3232,357,54979,376,9546,106,2456854,3710
2022-03,East,2916,312,57733,367,5787,111,3305966,2651
2023-02,West,3570,430,64011,388,7066,91,2678450,3443
2025-08,South,4626,425,60026,405,9505,96,5940679,2600
2021-11,East,2736,292,52633,363,8106,93,2262722,2986
2023-03,East,3353,370,59973,380,10152,110,3670050,2401
2018-05,East,722,82,45455,315,1658,100,1039356,566
2022-06,North,2710,202,51396,348,8466,87,2172438,3644
2019-09,East,1439,155,48559,339,2869,88,2827567,1426
2022-08,West,3312,395,57954,381,9445,103,1409403,2659
2019-01,North,939,83,40481,316,2004,98,4443755,840
2022-04,East,2992,311,57044,365,8685,96,1044436,3795
2023-01,East,3268,364,61833,393,9916,103,5815788,4110
2020-01,East,1703,189,51712,339,3316,101,5247772,1258
2024-02,West,4182,500,63133,403,12114,105,1590300,5299
2018-07,North,689,62,38555,292,2212,85,3928268,1073
2023-02,North,3172,233,55467,344,6185,113,2641531,2515
2020-02,West,1734,218,54230,370,5182,102,3468127,1174
2022-05,West,3042,386,59154,392,6102,108,3228302,2077
2021-04,North,2245,173,49100,321,4316,100,4837233,1576
2021-09,West,2604,337,58462,375,7949,114,3435849,1604
2022-02,West,2878,369,61994,368,8678,96,5049003,1771
2018-10,South,929,97,40397,305,2019,102,5916711,733
2022-07,West,3130,392,57342,373,9546,95,2995802,2206
2019-08,West,1538,185,49867,333,4642,96,4867910,1086
2021-12,South,2713,251,51281,352,5302,106,2288730,1566
2020-09,North,1931,143,42400,311,5514,117,4083011,2578
2022-08,South,2966,270,54748,361,6039,100,4435012,2177
2018-09,West,1090,118,48242,343,2156,105,5127569,611
2019-01,West,1146,139,49816,346,3647,106,1771589,1799
2022-10,North,3032,214,52749,337,5791,109,3186226,1434
2021-04,East,2426,261,51724,345,7039,103,2123457,2265
2019-08,East,1524,155,45888,323,4232,107,4204068,943
2024-02,South,3823,353,57537,380,7758,113,4654853,3343
2020-12,East,2132,231,52379,347,4220,94,2117796,2153
2019-12,West,1758,211,51674,352,3290,115,5220687,793
2020-02,East,1693,180,51511,355,4995,89,947465,1449
2024-06,West,4258,524,66799,402,8477,113,4120332,3737
2019-08,North,1423,101,41126,316,3926,98,4541707,1418
2021-08,East,2624,277,53179,369,7451,112,5023578,2616
2024-12,South,4374,391,61971,382,8677,106,1260657,3284
2021-01,West,2314,281,54626,358,4679,105,1794781,1841
2025-11,South,4962,435,61031,380,14585,103,1604572,3491
2023-01,South,3300,293,57218,375,9568,117,2123564,2376
2021-01,North,2069,164,47498,322,3998,111,2546361,1353
2023-05,East,3544,381,61731,382,10615,88,4458554,2192
2020-09,West,2186,253,52894,351,6198,110,5210649,2596
2025-10,West,5015,625,70030,415,10279,104,1280784,4251
2019-09,South,1455,140,46208,328,4137,95,4184456,1592
2022-01,North,2553,194,51206,351,5135,112,5634644,1646
2022-02,West,2879,361,58386,384,8796,98,5050711,1840
2019-05,West,1499,171,52988,344,2735,110,3088754,1115
2024-11,North,4113,298,55089,370,8256,91,910831,3499
2020-06,South,1760,171,49609,326,3582,115,1090316,1308
2021-08,East,2617,280,54869,344,7444,112,5037002,2618
2019-09,West,1607,191,50516,345,4594,93,3040033,1039
2020-12,North,1935,161,44798,316,6028,94,1289470,2675
2021-06,West,2589,310,55194,373,7557,88,3379259,1809
2020-02,South,1747,155,47794,338,4808,109,1615971,1362
2024-12,South,4320,390,61539,393,8724,103,1244622,3280
2022-02,West,2956,368,60692,385,8613,95,5062669,1777
2018-04,West,919,92,49372,340,2377,104,3271697,1075
2020-04,North,1687,130,43997,316,4961,112,4296720,1719
2025-09,South,4757,418,63734,388,9564,106,5973270,3517
2020-08,East,1909,212,52569,347,5852,87,1254061,1255
2025-04,North,4487,314,59067,389,12977,96,3530554,6133
2025-12,South,4930,430,61000,385,9741,113,3608309,4823
2018-03,South,730,67,40372,322,1942,104,1398839,592
2023-06,East,3540,386,58400,370,10711,95,1646638,3911
2025-09,South,4770,428,63638,379,9566,105,5960506,3446
2021-10,South,2484,241,48825,341,7434,92,3626591,3115
2023-01,West,3510,430,60254,402,10385,112,4063631,3972
2019-11,North,1430,120,40429,309,4271,92,5449366,1866
2018-06,West,971,100,48337,330,2772,109,5730549,1090
2024-04,North,3783,274,55733,367,11294,106,2942999,4407
2021-12,South,2634,241,50832,351,5190,113,2291723,1512
2024-01,East,3993,429,64297,400,7751,105,4327168,2527
2019-11,West,1619,206,50256,340,4806,109,3092264,1692
2025-01,North,4229,305,59241,390,12575,99,1709129,4512
2022-04,East,2881,317,57450,357,8698,94,1065314,3668
2025-05,East,4706,508,64210,403,14006,93,5085695,6746
2023-02,West,3460,433,60362,399,7087,90,2666525,3396
2023-08,North,3350,248,51578,343,6976,90,1842453,2067
2021-12,West,2806,348,58408,370,8544,110,2106256,1910
2022-08,South,3044,282,53215,348,5927,101,4418985,2101
2024-05,South,4023,353,59826,367,11771,92,3907549,4368
2021-03,South,2190,202,49184,351,4360,112,1373658,1262
2024-08,West,4367,547,67486,393,8846,98,3852755,3462
2018-10,North,865,79,36926,284,2551,106,5719352,1094
2021-05,North,2295,163,48604,331,4508,98,4572734,1014
2019-06,East,1466,149,47981,333,2565,113,3871244,1405
2023-05,South,3361,309,54608,368,6742,96,3954517,3255
2025-12,North,4791,328,60718,366,9578,96,2403347,3231
2025-06,South,4608,409,64262,401,9218,97,4560302,4433
2018-08,North,779,76,37858,285,2302,101,3471863,491
2023-09,South,3685,325,54213,376,10695,90,4410910,5126
2022-02,East,2754,310,58266,371,8510,86,3274204,2624
2023-02,East,3343,374,59497,389,6610,96,4591341,2381
2018-11,West,1116,123,47411,342,3295,98,1012534,1648
2018-03,North,713,51,37538,285,1871,98,2382034,839
2024-08,South,4093,369,59024,387,8198,110,2921023,3467
2019-12,East,1675,179,46872,322,3358,112,2462674,1081
2021-09,North,2321,186,48723,344,7054,92,1473171,2222
2022-02,West,3006,360,60223,379,8802,101,5064103,1927
2022-11,North,2974,230,48790,332,5942,96,5799294,2126
2025-11,East,5012,537,65124,406,9846,92,4664425,2259
2019-08,East,1383,152,46855,347,4420,106,4187948,1003
2022-06,South,2896,272,55312,371,8674,91,5679946,4075
2025-12,North,4715,334,61719,382,9415,96,2384475,3173
2018-11,North,910,76,38455,303,2652,92,3398599,769
2019-11,East,1636,178,48605,340,3002,111,5691565,1557
2022-10,South,3132,288,53993,359,9291,106,1370207,2302
2024-01,North,3642,261,54007,360,7378,106,5190332,2647
2021-09,North,2432,183,45799,336,7119,89,1481032,2300
2021-06,South,2380,218,48674,343,4711,95,2761967,1214
2024-08,West,4326,540,63986,418,8653,91,3847461,3445
2025-10,South,4861,429,61314,398,9613,89,1087069,2159
2024-03,West,4055,518,64837,400,8256,93,3555452,2707
2021-01,North,2126,154,47871,337,3948,111,2551726,1373
2025-08,East,4879,512,65973,406,9732,93,2865008,2305
2020-09,South,1877,189,49325,320,5679,108,2092344,1446
2025-09,North,4658,319,57734,377,9246,88,2769665,2948
2022-03,East,2931,306,56904,382,5811,109,3313099,2550
2021-02,East,2187,247,53651,344,6638,115,2250793,1440
2023-08,North,3436,257,54732,345,6861,93,1849447,2024
2019-09,North,1329,111,42900,298,2582,108,5981225,623
2019-04,West,1335,158,49343,346,2630,101,4624608,1142
2025-04,North,4456,317,60789,375,12927,95,3542942,6126
2025-11,West,5081,639,68734,430,15272,87,5856832,3899
2019-05,East,1321,135,46710,324,2541,91,1384595,1146
2024-05,South,4015,366,61301,375,11823,93,3906637,4433
2021-05,East,2389,256,52120,366,4738,84,5552192,2222
2024-12,North,4279,296,58397,372,12550,116,1552223,4379
2018-08,North,924,65,40785,302,2507,99,3484267,556
2023-05,East,3568,387,58019,391,10588,89,4461612,2121
2025-08,East,4767,522,65028,415,9770,94,2876081,2236
2024-07,North,3967,291,54107,366,11641,91,3200600,5515
2021-09,North,2414,182,46038,340,7062,91,1487535,2379
