brand,model,vehicle_type,initial_battery_capacity_kwh,current_battery_capacity_kwh,battery_health_pct,range_km,top_speed_kmph,odometer_km,warranty_remaining_years,annual_maintenance_cost,Purchase_Year,Current_Year,Purchase_Price_L,Initial_Mileage,Current_Mileage,Initial_Perf,Current_Perf,Resale_Value_L,Value_for_Money_Score
MG,MG ZS EV,Car,50.0,43.87,87,419,140,44563,5,19454,2022,2025,2603676,429,395,8.94,7.76,1556799,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,34.41,88,305,155,47939,5,30884,2022,2025,2310233,309,261,7.8,6.95,1389069,0.9
TVS,TVS iQube,Bike,3.4,3.34,98,145,82,35742,5,4670,2022,2025,148786,164,114,8.22,7.81,99604,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,27.58,70,305,155,96251,1,30250,2018,2025,2190476,295,247,8.31,7.06,633062,0.7
Ather,Ather 450X,Bike,3.7,3.65,98,150,90,50680,5,9627,2022,2025,148633,156,109,7.58,7.52,99920,1.0
Ather,Ather 450X,Bike,3.7,2.69,72,150,90,58429,4,10409,2021,2025,149203,138,102,7.81,7.43,65051,0.9
Ola,Ola S1 Pro,Bike,4.0,2.82,70,180,95,115100,0,3000,2017,2025,149190,180,149,8.44,7.56,37825,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.88,96,120,70,53099,5,7506,2022,2025,118823,118,80,8.61,8.0,77735,1.0
TVS,TVS iQube,Bike,3.4,2.23,65,145,82,92290,1,3000,2018,2025,136429,142,125,8.4,6.94,36568,0.7
TVS,TVS iQube,Bike,3.4,2.84,83,145,82,14337,7,16490,2024,2025,145567,144,135,8.86,7.98,107000,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.78,92,120,70,19180,7,3000,2024,2025,126757,104,92,8.77,8.33,103366,1.2
MG,MG ZS EV,Car,50.0,47.72,95,419,140,20805,7,22274,2024,2025,2493028,436,389,8.83,8.09,2093824,1.2
Hyundai,Hyundai Kona Electric,Car,39.0,35.82,91,305,155,36870,6,33584,2023,2025,2289954,310,280,7.94,7.75,1628744,1.1
Mahindra,Mahindra XUV400,Car,39.4,33.4,84,375,150,55893,4,26771,2021,2025,2156731,384,351,8.41,7.98,1096419,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,36.07,92,305,155,27969,6,33600,2023,2025,2102455,322,306,7.56,7.52,1505821,1.0
Bajaj,Bajaj Chetak,Bike,3.0,1.86,62,120,70,97323,1,3000,2018,2025,120804,132,129,8.56,7.19,30609,0.7
Ather,Ather 450X,Bike,3.7,3.23,87,150,90,30330,7,13999,2024,2025,154254,137,130,8.89,8.23,118500,1.0
Ola,Ola S1 Pro,Bike,4.0,3.33,83,180,95,49130,5,3000,2022,2025,157276,160,143,8.79,8.61,89226,1.0
Ather,Ather 450X,Bike,3.7,2.78,75,150,90,108496,1,9550,2018,2025,150884,168,147,8.64,8.05,46330,0.8
Bajaj,Bajaj Chetak,Bike,3.0,2.3,76,120,70,104193,1,5245,2018,2025,124693,115,76,7.84,7.73,39068,0.6
MG,MG ZS EV,Car,50.0,45.84,91,419,140,33209,6,26552,2023,2025,2664014,408,381,7.93,7.33,1891369,1.0
Mahindra,Mahindra XUV400,Car,39.4,29.5,74,375,150,91793,2,26714,2019,2025,1984112,371,347,8.64,7.17,689902,0.8
Tata,Tata Nexon EV,Car,40.0,33.97,84,312,120,51202,4,27309,2021,2025,1469058,324,314,7.87,6.58,748178,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.06,68,120,70,95406,2,8329,2019,2025,129440,137,123,8.22,7.83,41277,0.8
Mahindra,Mahindra XUV400,Car,39.4,34.79,88,375,150,48905,5,19687,2022,2025,1989259,392,344,8.46,8.3,1197009,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.63,87,120,70,62179,3,4811,2020,2025,118280,111,97,7.84,7.21,54721,1.0
Ola,Ola S1 Pro,Bike,4.0,4.28,107,180,95,21714,7,8520,2024,2025,156586,180,172,8.5,8.12,147441,1.2
Hyundai,Hyundai Kona Electric,Car,39.0,30.92,79,305,155,73161,3,34009,2020,2025,2218779,285,259,7.88,7.47,928329,0.8
Tata,Tata Nexon EV,Car,40.0,30.76,76,312,120,84410,2,31322,2019,2025,1392758,299,292,8.14,7.09,497391,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,29.75,76,305,155,83724,2,33244,2019,2025,2366922,321,307,8.46,7.38,838498,0.8
Ola,Ola S1 Pro,Bike,4.0,2.78,69,180,95,58907,3,5006,2020,2025,160228,187,158,8.02,7.79,58767,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,35.52,91,305,155,42881,6,25142,2023,2025,2397152,300,274,8.99,7.97,1690710,1.1
Tata,Tata Nexon EV,Car,40.0,28.77,71,312,120,102520,1,27925,2018,2025,1598249,312,279,8.93,8.84,469789,0.6
Ola,Ola S1 Pro,Bike,4.0,3.21,80,180,95,102621,1,11065,2018,2025,153693,171,129,8.5,7.4,50405,0.7
TVS,TVS iQube,Bike,3.4,3.15,92,145,82,52715,5,15462,2022,2025,127680,159,141,8.69,7.48,80612,0.9
Ola,Ola S1 Pro,Bike,4.0,3.39,84,180,95,42905,6,12969,2023,2025,158787,178,170,7.59,7.01,104212,1.0
Bajaj,Bajaj Chetak,Bike,3.0,3.2,106,120,70,36142,6,5090,2023,2025,135939,135,133,8.59,7.44,112289,1.2
Ola,Ola S1 Pro,Bike,4.0,3.57,89,180,95,31383,6,11754,2023,2025,138518,191,143,7.51,6.49,95736,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.25,75,120,70,78930,1,3000,2018,2025,136651,128,111,8.67,8.4,41884,0.8
Tata,Tata Nexon EV,Car,40.0,30.64,76,312,120,77257,2,24761,2019,2025,1586806,308,294,8.97,8.94,564480,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.71,90,120,70,5579,7,14293,2024,2025,139944,101,61,8.91,8.45,111246,1.1
Ola,Ola S1 Pro,Bike,4.0,3.42,85,180,95,88201,2,17922,2019,2025,159193,191,145,8.72,8.69,63210,0.9
Bajaj,Bajaj Chetak,Bike,3.0,1.98,66,120,70,79435,3,13151,2020,2025,120385,121,106,7.87,6.53,41930,0.9
Tata,Tata Nexon EV,Car,40.0,27.31,68,312,120,123754,0,23145,2017,2025,1360453,322,278,8.98,7.88,334046,0.7
TVS,TVS iQube,Bike,3.4,3.04,89,145,82,49475,4,6838,2021,2025,153140,139,111,8.13,7.81,82113,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,36.17,92,305,155,30225,6,24715,2023,2025,2119853,287,271,8.69,7.92,1522491,1.1
Ola,Ola S1 Pro,Bike,4.0,3.33,83,180,95,28648,6,10839,2023,2025,157595,174,159,8.37,8.19,101599,1.2
Tata,Tata Nexon EV,Car,40.0,34.99,87,312,120,51590,5,25865,2022,2025,1373269,328,307,8.18,7.86,818629,1.0
TVS,TVS iQube,Bike,3.4,2.37,69,145,82,86181,2,7289,2019,2025,142532,132,82,8.35,7.1,46140,0.8
Bajaj,Bajaj Chetak,Bike,3.0,2.66,88,120,70,41264,6,8348,2023,2025,130759,105,77,7.7,7.48,89783,1.2
Ather,Ather 450X,Bike,3.7,3.61,97,150,90,22141,7,12647,2024,2025,144662,133,119,7.69,7.08,124206,1.2
Ather,Ather 450X,Bike,3.7,3.02,81,150,90,80825,3,14687,2020,2025,160177,139,94,8.39,7.68,68995,0.9
MG,MG ZS EV,Car,50.0,39.8,79,419,140,65068,3,23327,2020,2025,2316663,419,377,7.86,7.1,973171,0.9
TVS,TVS iQube,Bike,3.4,2.26,66,145,82,96089,0,6807,2017,2025,130920,138,125,7.73,7.61,31296,0.8
Ather,Ather 450X,Bike,3.7,3.9,105,150,90,38912,6,7335,2023,2025,150952,161,149,8.68,8.05,123215,1.2
Ola,Ola S1 Pro,Bike,4.0,3.0,75,180,95,121515,0,5970,2017,2025,137278,182,136,8.25,8.01,37027,0.7
MG,MG ZS EV,Car,50.0,34.42,68,419,140,100380,0,28842,2017,2025,2522624,411,376,7.73,7.06,624532,0.7
Hyundai,Hyundai Kona Electric,Car,39.0,26.26,67,305,155,109049,0,28748,2017,2025,2115568,317,285,8.32,7.5,512293,0.6
Tata,Tata Nexon EV,Car,40.0,30.2,75,312,120,86126,2,27218,2019,2025,1468940,295,251,7.82,6.57,515047,0.7
Mahindra,Mahindra XUV400,Car,39.4,26.94,68,375,150,93143,0,22369,2017,2025,2074407,357,321,8.66,8.59,510101,0.7
Hyundai,Hyundai Kona Electric,Car,39.0,27.93,71,305,155,91867,1,24260,2018,2025,2527109,293,260,7.61,7.11,739620,0.7
Mahindra,Mahindra XUV400,Car,39.4,31.5,79,375,150,68861,3,28064,2020,2025,2032347,373,345,7.51,6.82,857483,0.8
TVS,TVS iQube,Bike,3.4,2.98,87,145,82,40206,6,3000,2023,2025,128833,161,152,8.64,7.39,87443,1.1
MG,MG ZS EV,Car,50.0,42.41,84,419,140,64807,4,28928,2021,2025,2459943,437,389,7.91,7.15,1251278,0.8
MG,MG ZS EV,Car,50.0,35.82,71,419,140,99260,1,18910,2018,2025,2269748,425,401,8.23,6.83,664525,0.7
MG,MG ZS EV,Car,50.0,38.49,76,419,140,87084,2,26412,2019,2025,2508026,439,427,7.54,7.45,896614,0.7
MG,MG ZS EV,Car,50.0,47.81,95,419,140,30726,7,34921,2024,2025,2429400,422,405,8.1,7.31,2044233,1.1
TVS,TVS iQube,Bike,3.4,2.24,65,145,82,95116,2,8563,2019,2025,129504,153,118,8.7,8.69,39623,0.8
MG,MG ZS EV,Car,50.0,41.95,83,419,140,59986,4,29159,2021,2025,2294139,414,379,8.25,7.14,1154283,1.0
MG,MG ZS EV,Car,50.0,46.13,92,419,140,28194,6,18746,2023,2025,2384813,439,406,8.86,8.79,1703856,1.1
Mahindra,Mahindra XUV400,Car,39.4,26.38,66,375,150,104692,0,32102,2017,2025,2004113,378,377,7.92,7.31,482572,0.7
MG,MG ZS EV,Car,50.0,43.94,87,419,140,45682,5,33512,2022,2025,2301813,427,378,8.82,8.41,1378504,1.0
Tata,Tata Nexon EV,Car,40.0,38.78,96,312,120,4483,7,18063,2024,2025,1526362,296,296,8.52,7.44,1302231,1.1
Ather,Ather 450X,Bike,3.7,2.23,60,150,90,107134,0,12440,2017,2025,175474,144,121,7.63,7.03,38034,0.6
Ather,Ather 450X,Bike,3.7,3.22,87,150,90,23512,7,7521,2024,2025,154291,157,145,8.16,7.12,118161,1.1
TVS,TVS iQube,Bike,3.4,2.83,83,145,82,95147,1,3000,2018,2025,153656,126,77,8.86,7.82,52267,0.8
Ather,Ather 450X,Bike,3.7,3.28,88,150,90,68106,4,4586,2021,2025,174801,132,125,7.69,6.38,92928,0.9
Tata,Tata Nexon EV,Car,40.0,34.04,85,312,120,67626,4,25647,2021,2025,1513423,310,310,8.49,8.25,772361,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,31.38,80,305,155,79477,3,27716,2020,2025,2349584,302,276,7.56,6.75,997683,0.8
Ola,Ola S1 Pro,Bike,4.0,3.68,92,180,95,47253,5,9131,2022,2025,142523,184,140,8.55,8.45,89355,1.0
Ather,Ather 450X,Bike,3.7,2.36,63,150,90,73689,2,8030,2019,2025,165554,141,102,7.54,7.51,49039,0.7
Tata,Tata Nexon EV,Car,40.0,27.11,67,312,120,120012,0,32540,2017,2025,1630914,293,263,8.16,7.18,397522,0.6
MG,MG ZS EV,Car,50.0,39.82,79,419,140,65104,3,28528,2020,2025,2603993,426,408,8.75,7.99,1094421,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,32.33,82,305,155,61735,4,30085,2021,2025,2433001,310,266,8.0,7.79,1209522,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.07,69,120,70,108659,0,6832,2017,2025,131188,106,81,7.54,6.23,32554,0.6
Mahindra,Mahindra XUV400,Car,39.4,28.25,71,375,150,105314,1,27081,2018,2025,2084670,369,322,8.58,7.19,610855,0.6
Tata,Tata Nexon EV,Car,40.0,37.0,92,312,120,44788,6,30871,2023,2025,1544263,313,284,8.57,7.15,1106186,1.1
MG,MG ZS EV,Car,50.0,45.95,91,419,140,33728,6,25164,2023,2025,2454721,428,386,8.4,7.47,1746960,1.0
TVS,TVS iQube,Bike,3.4,2.39,70,145,82,121508,0,8957,2017,2025,133494,131,94,7.88,7.48,33747,0.7
Ola,Ola S1 Pro,Bike,4.0,3.05,76,180,95,66689,3,3000,2020,2025,138519,174,134,7.65,6.51,55739,0.8
Tata,Tata Nexon EV,Car,40.0,28.41,71,312,120,102818,1,26801,2018,2025,1498292,307,281,8.66,7.16,434896,0.8
TVS,TVS iQube,Bike,3.4,3.03,89,145,82,66455,3,11372,2020,2025,130976,140,98,8.48,7.87,61598,0.9
Mahindra,Mahindra XUV400,Car,39.4,27.93,70,375,150,97118,1,17697,2018,2025,1876716,391,367,8.33,6.85,543690,0.7
TVS,TVS iQube,Bike,3.4,3.24,95,145,82,64120,4,14665,2021,2025,153770,145,136,7.69,7.67,87875,1.0
Tata,Tata Nexon EV,Car,40.0,33.85,84,312,120,77918,4,26174,2021,2025,1487887,294,292,7.85,7.75,755091,0.8
TVS,TVS iQube,Bike,3.4,3.23,95,145,82,49628,5,16032,2022,2025,137463,143,134,8.32,7.84,88993,1.0
TVS,TVS iQube,Bike,3.4,2.31,67,145,82,109181,0,9376,2017,2025,135394,151,132,8.6,7.27,33082,0.7
TVS,TVS iQube,Bike,3.4,2.63,77,145,82,55585,4,3000,2021,2025,150590,133,125,8.69,8.15,69855,0.9
Ola,Ola S1 Pro,Bike,4.0,4.01,100,180,95,42388,6,3000,2023,2025,147254,165,152,8.67,7.77,114318,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.47,82,120,70,103984,1,4059,2018,2025,130085,108,97,8.07,7.08,43770,0.8
TVS,TVS iQube,Bike,3.4,3.55,104,145,82,25856,7,6138,2024,2025,128453,152,104,7.93,6.88,118025,1.1
Mahindra,Mahindra XUV400,Car,39.4,31.84,80,375,150,80222,3,27504,2020,2025,2104101,371,355,8.59,7.24,897339,0.9
Mahindra,Mahindra XUV400,Car,39.4,32.75,83,375,150,73713,4,20581,2021,2025,1828973,384,371,8.4,7.73,911702,1.0
MG,MG ZS EV,Car,50.0,41.96,83,419,140,62897,4,26236,2021,2025,2611299,422,411,8.31,7.68,1314173,0.8
Tata,Tata Nexon EV,Car,40.0,35.38,88,312,120,49959,5,33979,2022,2025,1372244,311,309,7.93,6.96,827136,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,28.3,72,305,155,100097,1,20262,2018,2025,2141036,299,288,8.53,8.43,634928,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.6,86,120,70,39734,6,5921,2023,2025,121354,102,75,7.76,6.52,81446,1.1
Ather,Ather 450X,Bike,3.7,3.19,86,150,90,32686,6,13229,2023,2025,158767,155,114,8.94,7.73,106002,1.1
Tata,Tata Nexon EV,Car,40.0,33.14,82,312,120,55783,4,24101,2021,2025,1574848,304,274,8.86,8.86,782459,1.0
Ather,Ather 450X,Bike,3.7,3.6,97,150,90,60226,4,12730,2021,2025,144501,167,133,8.45,7.23,84314,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,37.44,96,305,155,28071,7,24827,2024,2025,2087417,322,305,8.95,7.9,1763449,1.0
Mahindra,Mahindra XUV400,Car,39.4,32.61,82,375,150,58094,4,20199,2021,2025,1883720,392,364,8.76,8.65,934978,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,26.36,67,305,155,102681,0,22728,2017,2025,2156950,289,277,8.98,8.96,524302,0.6
Tata,Tata Nexon EV,Car,40.0,31.96,79,312,120,70954,3,35933,2020,2025,1566570,308,259,7.82,6.94,660556,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.38,79,120,70,79271,2,6520,2019,2025,130215,121,74,8.08,6.59,47974,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,32.78,84,305,155,45633,4,29002,2021,2025,2178411,296,250,7.96,7.39,1098031,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,37.37,95,305,155,12957,7,21467,2024,2025,2281156,323,275,8.14,8.12,1923517,1.2
Bajaj,Bajaj Chetak,Bike,3.0,1.8,60,120,70,115296,0,3000,2017,2025,124403,113,87,7.56,6.11,26843,0.7
Ather,Ather 450X,Bike,3.7,2.47,66,150,90,108671,0,12004,2017,2025,159347,166,125,7.95,6.71,38256,0.6
Bajaj,Bajaj Chetak,Bike,3.0,2.14,71,120,70,58678,5,3399,2022,2025,139099,136,86,8.52,7.76,67618,0.9
TVS,TVS iQube,Bike,3.4,3.33,97,145,82,19631,7,17022,2024,2025,131961,160,150,8.44,7.92,113734,1.1
TVS,TVS iQube,Bike,3.4,2.37,69,145,82,59824,4,4318,2021,2025,126683,156,140,7.59,7.28,52956,0.9
Ather,Ather 450X,Bike,3.7,3.12,84,150,90,90977,1,3137,2018,2025,170423,156,156,8.7,7.96,58729,0.9
Ather,Ather 450X,Bike,3.7,2.36,63,150,90,92922,1,13441,2018,2025,150279,151,117,7.94,6.68,39173,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.58,86,120,70,78214,3,3000,2020,2025,122417,118,112,8.88,8.53,55558,0.9
MG,MG ZS EV,Car,50.0,35.94,71,419,140,97502,1,23989,2018,2025,2270020,431,419,8.92,8.9,666832,0.8
Ola,Ola S1 Pro,Bike,4.0,3.62,90,180,95,41477,6,7218,2023,2025,142194,188,146,7.6,6.52,99654,1.1
TVS,TVS iQube,Bike,3.4,3.24,95,145,82,38600,6,7206,2023,2025,135924,126,108,8.61,8.22,100306,1.2
Ather,Ather 450X,Bike,3.7,3.6,97,150,90,8690,7,8235,2024,2025,174899,137,96,8.56,7.85,149751,1.1
Tata,Tata Nexon EV,Car,40.0,35.02,87,312,120,39097,5,29735,2022,2025,1499495,323,310,8.84,8.56,894641,1.1
Mahindra,Mahindra XUV400,Car,39.4,28.08,71,375,150,91241,1,22974,2018,2025,1868568,370,322,7.73,6.79,544237,0.7
Tata,Tata Nexon EV,Car,40.0,32.07,80,312,120,71937,3,28888,2020,2025,1428048,308,279,8.32,7.32,604220,0.9
TVS,TVS iQube,Bike,3.4,3.02,88,145,82,58811,4,16210,2021,2025,147353,157,136,8.81,7.53,78490,1.0
TVS,TVS iQube,Bike,3.4,2.82,82,145,82,95541,2,16577,2019,2025,138965,152,142,7.95,7.11,53526,0.8
Mahindra,Mahindra XUV400,Car,39.4,28.01,71,375,150,94359,1,18590,2018,2025,2109910,371,369,7.94,7.66,612998,0.6
Hyundai,Hyundai Kona Electric,Car,39.0,27.73,71,305,155,104540,1,23918,2018,2025,2131974,323,307,7.72,6.23,619506,0.6
Hyundai,Hyundai Kona Electric,Car,39.0,37.86,97,305,155,24267,7,29141,2024,2025,2314312,323,280,8.24,8.1,1977063,1.2
TVS,TVS iQube,Bike,3.4,3.14,92,145,82,12768,7,16145,2024,2025,146911,163,124,8.19,8.04,119395,1.2
MG,MG ZS EV,Car,50.0,34.41,68,419,140,114124,0,27761,2017,2025,2464172,430,391,7.96,7.49,609883,0.6
MG,MG ZS EV,Car,50.0,35.94,71,419,140,102236,1,28784,2018,2025,2526686,418,378,8.76,7.56,742229,0.8
TVS,TVS iQube,Bike,3.4,2.56,75,145,82,96817,1,6461,2018,2025,140669,159,141,7.9,6.54,43285,0.7
MG,MG ZS EV,Car,50.0,35.8,71,419,140,90826,1,27436,2018,2025,2729918,429,394,8.02,7.28,798806,0.7
Mahindra,Mahindra XUV400,Car,39.4,28.31,71,375,150,98528,1,31415,2018,2025,1942320,357,345,8.65,7.17,570352,0.7
MG,MG ZS EV,Car,50.0,33.66,67,419,140,109404,0,21733,2017,2025,2521031,431,423,7.66,7.45,610356,0.7
Mahindra,Mahindra XUV400,Car,39.4,37.42,94,375,150,12966,7,25362,2024,2025,1978918,386,360,8.2,6.82,1653933,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.19,73,120,70,71807,3,7509,2020,2025,141121,120,92,8.45,8.07,54366,0.8
Ola,Ola S1 Pro,Bike,4.0,3.83,95,180,95,37286,5,13372,2022,2025,155593,188,183,7.56,6.95,101525,1.0
Ola,Ola S1 Pro,Bike,4.0,3.44,86,180,95,79508,3,3883,2020,2025,152307,180,177,8.07,6.77,69124,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,35.66,91,305,155,41641,6,30764,2023,2025,2459797,301,287,8.63,7.65,1741732,1.0
Ola,Ola S1 Pro,Bike,4.0,2.81,70,180,95,84269,2,3257,2019,2025,159761,164,118,7.8,7.76,52121,0.8
Tata,Tata Nexon EV,Car,40.0,32.29,80,312,120,83293,3,27904,2020,2025,1381996,316,289,8.57,8.45,588746,0.8
Tata,Tata Nexon EV,Car,40.0,28.93,72,312,120,94242,1,29864,2018,2025,1559258,330,304,8.38,7.05,460877,0.6
Ather,Ather 450X,Bike,3.7,3.14,84,150,90,107355,1,5514,2018,2025,165624,167,129,8.42,6.95,57442,0.8
Tata,Tata Nexon EV,Car,40.0,32.21,80,312,120,76839,3,35715,2020,2025,1391148,308,303,8.78,7.47,591176,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,28.33,72,305,155,88184,1,23253,2018,2025,2121726,291,258,8.89,7.64,629868,0.8
TVS,TVS iQube,Bike,3.4,3.45,101,145,82,43815,5,7208,2022,2025,126632,160,136,8.44,7.15,87565,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.27,75,120,70,94530,1,9503,2018,2025,132487,128,83,7.72,6.5,40969,0.7
Ather,Ather 450X,Bike,3.7,3.35,90,150,90,66257,3,4886,2020,2025,150216,132,108,8.81,7.8,71774,0.9
MG,MG ZS EV,Car,50.0,45.92,91,419,140,38109,6,26774,2023,2025,2676481,414,390,8.19,6.99,1903537,1.0
Bajaj,Bajaj Chetak,Bike,3.0,1.93,64,120,70,78118,3,10046,2020,2025,126388,100,94,8.47,8.37,42909,0.8
TVS,TVS iQube,Bike,3.4,2.77,81,145,82,77402,3,3000,2020,2025,139018,151,101,8.34,6.9,59770,0.9
Ather,Ather 450X,Bike,3.7,3.84,103,150,90,21316,7,17241,2024,2025,159203,136,136,8.02,7.62,145399,1.2
Bajaj,Bajaj Chetak,Bike,3.0,2.3,76,120,70,86744,2,11736,2019,2025,132569,119,96,7.96,6.52,47200,0.7
MG,MG ZS EV,Car,50.0,43.94,87,419,140,49909,5,28126,2022,2025,2413783,404,356,8.3,7.46,1445560,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,27.01,69,305,155,106383,0,43857,2017,2025,2445214,298,292,8.26,7.89,609029,0.6
Ather,Ather 450X,Bike,3.7,2.98,80,150,90,57226,4,7808,2021,2025,156152,157,156,7.93,6.74,75421,1.0
Ather,Ather 450X,Bike,3.7,2.91,78,150,90,55026,3,13531,2020,2025,156599,142,131,8.06,7.23,64997,0.9
Mahindra,Mahindra XUV400,Car,39.4,36.67,93,375,150,32134,6,25696,2023,2025,1980971,378,338,8.1,6.84,1427769,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,32.74,83,305,155,56303,4,25306,2021,2025,2308046,314,306,8.89,8.68,1161954,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,32.7,83,305,155,58010,4,25784,2021,2025,2129473,312,270,7.65,7.16,1070744,1.0
Tata,Tata Nexon EV,Car,40.0,36.51,91,312,120,35630,6,25228,2023,2025,1442457,319,317,8.67,7.76,1019577,1.2
Bajaj,Bajaj Chetak,Bike,3.0,2.26,75,120,70,46824,5,14542,2022,2025,125161,122,101,8.77,7.91,64254,1.0
Ola,Ola S1 Pro,Bike,4.0,3.18,79,180,95,102169,1,12437,2018,2025,140713,166,148,8.21,8.09,45717,0.7
Hyundai,Hyundai Kona Electric,Car,39.0,30.02,76,305,155,78872,2,32284,2019,2025,2271574,293,268,8.55,7.06,812024,0.8
Ola,Ola S1 Pro,Bike,4.0,3.67,91,180,95,31921,7,5232,2024,2025,145085,178,142,7.65,7.19,117141,1.2
Mahindra,Mahindra XUV400,Car,39.4,30.07,76,375,150,94666,2,22583,2019,2025,2119225,373,330,9.0,7.9,751121,0.8
Ather,Ather 450X,Bike,3.7,2.22,60,150,90,95105,0,13507,2017,2025,165864,146,111,8.83,7.4,35790,0.7
Ola,Ola S1 Pro,Bike,4.0,3.08,77,180,95,59163,4,12884,2021,2025,137969,184,177,8.33,7.08,63709,0.9
TVS,TVS iQube,Bike,3.4,2.75,80,145,82,54720,4,3000,2021,2025,139122,136,100,8.41,8.36,67480,0.9
MG,MG ZS EV,Car,50.0,41.95,83,419,140,68623,4,18963,2021,2025,2540951,436,408,8.61,7.22,1278465,0.8
Tata,Tata Nexon EV,Car,40.0,30.85,77,312,120,73072,2,16372,2019,2025,1357044,332,288,8.93,7.87,486054,0.8
MG,MG ZS EV,Car,50.0,40.3,80,419,140,52438,3,20804,2020,2025,2673349,426,412,7.59,7.23,1137114,0.9
Mahindra,Mahindra XUV400,Car,39.4,32.86,83,375,150,44814,4,25821,2021,2025,2115604,379,377,7.82,7.3,1058123,1.0
MG,MG ZS EV,Car,50.0,37.94,75,419,140,68345,2,20528,2019,2025,2358213,417,405,7.6,6.7,831010,0.8
TVS,TVS iQube,Bike,3.4,2.08,61,145,82,124324,0,9725,2017,2025,126361,133,83,7.86,7.17,27800,0.7
MG,MG ZS EV,Car,50.0,37.66,75,419,140,84369,2,17896,2019,2025,2721338,419,416,8.84,7.55,951894,0.7
Ola,Ola S1 Pro,Bike,4.0,3.33,83,180,95,34280,6,8240,2023,2025,164984,181,135,8.73,7.46,106363,1.0
Ola,Ola S1 Pro,Bike,4.0,3.33,83,180,95,36763,5,8630,2022,2025,140402,186,173,8.26,8.14,79653,1.0
TVS,TVS iQube,Bike,3.4,3.25,95,145,82,56338,5,6258,2022,2025,150139,135,133,8.07,7.04,97801,0.9
Mahindra,Mahindra XUV400,Car,39.4,38.31,97,375,150,22619,7,15789,2024,2025,1800141,368,329,8.55,8.07,1540299,1.2
Mahindra,Mahindra XUV400,Car,39.4,30.02,76,375,150,74205,2,31288,2019,2025,1876631,371,356,8.18,7.65,664032,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.63,87,120,70,79369,2,3351,2019,2025,136336,117,84,8.75,7.56,55506,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,29.89,76,305,155,79151,2,25712,2019,2025,2250864,291,242,7.74,7.2,801136,0.8
Ather,Ather 450X,Bike,3.7,3.57,96,150,90,51891,4,8632,2021,2025,147560,136,112,8.44,8.1,85381,0.9
Tata,Tata Nexon EV,Car,40.0,29.15,72,312,120,86479,1,29870,2018,2025,1588008,298,284,8.24,7.47,472944,0.7
Mahindra,Mahindra XUV400,Car,39.4,33.56,85,375,150,52600,4,32601,2021,2025,1975598,371,371,8.86,8.6,1009148,1.0
TVS,TVS iQube,Bike,3.4,2.04,60,145,82,95929,1,3771,2018,2025,135504,156,135,8.02,6.57,33226,0.7
Tata,Tata Nexon EV,Car,40.0,37.2,93,312,120,42380,6,19127,2023,2025,1613610,293,281,8.38,6.99,1162109,1.1
Ather,Ather 450X,Bike,3.7,2.89,78,150,90,80170,2,7999,2019,2025,144723,146,124,7.86,6.41,52496,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,37.31,95,305,155,23151,7,15957,2024,2025,2324612,285,260,7.5,6.67,1957013,1.2
Tata,Tata Nexon EV,Car,40.0,31.55,78,312,120,65555,3,26841,2020,2025,1548137,332,310,8.32,7.3,644409,0.8
Mahindra,Mahindra XUV400,Car,39.4,33.41,84,375,150,50760,4,32332,2021,2025,2022236,386,379,8.24,7.36,1028354,0.9
Mahindra,Mahindra XUV400,Car,39.4,28.48,72,375,150,99466,1,23428,2018,2025,1840546,360,343,7.98,7.59,543712,0.8
